client_id2,Region,Gender,Race,Ethnicty,comp_score,top20,weights,sim_fp
52e,R05,Female,White,Non-Hispanic,3.8918202981106265,FALSE,1.61|2.3|1.61|1.61|2.2|2.3|2.3|0|1.95|1.95|1.95|2.2|1.95|1.1|1.39|1.95|1.95|1.39,24f93f68
ca5,R05,Male,Black,Non-Hispanic,3.58351893845611,FALSE,1.61|2.3|1.61|1.61|2.2|2.3|2.3|0|1.95|1.95|1.95|2.2|1.95|1.1|1.39|1.95|1.95|1.39,24f93f68
502,R05,Female,Black,Non-Hispanic,3.509663527319621,FALSE,1.61|2.3|1.61|1.61|2.2|2.3|2.3|0|1.95|1.95|1.95|2.2|1.95|1.1|1.39|1.95|1.95|1.39,24f93f68
6bb,R07,Male,Black,Non-Hispanic,3.509663527319621,FALSE,1.61|2.3|1.61|1.61|2.2|2.3|2.3|0|1.95|1.95|1.95|2.2|1.95|1.1|1.39|1.95|1.95|1.39,24f93f68
574,R07,Female,Black,Non-Hispanic,3.3372551870045837,FALSE,1.61|2.3|1.61|1.61|2.2|2.3|2.3|0|1.95|1.95|1.95|2.2|1.95|1.1|1.39|1.95|1.95|1.39,24f93f68
8c8,R05,Male,Black,Non-Hispanic,3.332204510175204,FALSE,1.61|2.3|1.61|1.61|2.2|2.3|2.3|0|1.95|1.95|1.95|2.2|1.95|1.1|1.39|1.95|1.95|1.39,24f93f68
fc3,R05,Female,White,Non-Hispanic,2.9239159004123496,FALSE,1.61|2.3|1.61|1.61|2.2|2.3|2.3|0|1.95|1.95|1.95|2.2|1.95|1.1|1.39|1.95|1.95|1.39,24f93f68
734,R05,Male,Black,Non-Hispanic,2.3482696271638384,FALSE,1.61|2.3|1.61|1.61|2.2|2.3|2.3|0|1.95|1.95|1.95|2.2|1.95|1.1|1.39|1.95|1.95|1.39,24f93f68
4d4,R05,Male,Black,Non-Hispanic,2.1972245773362196,FALSE,1.61|2.3|1.61|1.61|2.2|2.3|2.3|0|1.95|1.95|1.95|2.2|1.95|1.1|1.39|1.95|1.95|1.39,24f93f68
a4c,R05,Male,Black,Non-Hispanic,2.1972245773362196,FALSE,1.61|2.3|1.61|1.61|2.2|2.3|2.3|0|1.95|1.95|1.95|2.2|1.95|1.1|1.39|1.95|1.95|1.39,24f93f68
bd4,R05,Female,White,Non-Hispanic,21.41660099983657,TRUE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
2c8,R05,Male,Black,Non-Hispanic,17.962723360345503,TRUE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
cd5,R07,Male,White,Non-Hispanic,14.56541607234283,TRUE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
14e,R05,Female,Asian,Non-Hispanic,13.043363143423726,TRUE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
08a,R05,Female,White,Hispanic,12.855829615440337,TRUE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
d50,R05,Male,White,Non-Hispanic,12.668296087456948,TRUE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
084,R05,Male,White,Non-Hispanic,12.657195444988343,TRUE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
c67,R07,Male,Black,Non-Hispanic,12.51414540762969,TRUE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
6cd,R05,Male,Black,Non-Hispanic,11.92635874272757,TRUE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
791,R05,Male,White,Non-Hispanic,11.720849682601353,TRUE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
f67,R05,Female,White,Non-Hispanic,11.642822049460431,TRUE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
87f,R05,Male,Black,Non-Hispanic,11.517003540959925,TRUE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
f68,R07,Male,Black,Non-Hispanic,11.497706131287142,TRUE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
b5a,R07,Male,White,Non-Hispanic,11.208863475665462,TRUE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
5d0,R05,Male,White,Non-Hispanic,11.150133252197325,TRUE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
357,R07,Male,White,Hispanic,10.881426000698218,TRUE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
456,R05,Male,Indigenous,Non-Hispanic,10.689003090245503,TRUE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
773,R05,Male,Black,Non-Hispanic,10.66970568057272,TRUE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
ef1,R05,Male,White,Non-Hispanic,10.66970568057272,TRUE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
410,R05,Male,White,Non-Hispanic,10.576432025778555,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
17a,R05,Female,White,Non-Hispanic,10.506681533451548,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
342,R07,Female,White,Non-Hispanic,10.434703865949853,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
68e,R05,Female,White,Non-Hispanic,10.355515649639035,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
4ed,R05,Male,Black,Non-Hispanic,10.144794618323383,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
e17,R05,Female,White,Non-Hispanic,10.134599273499514,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
249,R05,Female,White,Non-Hispanic,9.802111121702891,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
677,R05,Male,White,Non-Hispanic,9.72913416539135,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
c30,R05,Male,Asian,Non-Hispanic,9.623773649733524,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
39b,R05,Male,White,Non-Hispanic,9.523625105265133,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
efc,R07,Female,Black,Non-Hispanic,9.383559863921223,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
b60,R05,Male,Black,Non-Hispanic,9.372459221452617,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
b35,R07,Female,Multiple Races,Non-Hispanic,9.103913264313565,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
4a2,R05,Male,White,Non-Hispanic,9.098862587484186,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
dbb,R05,Female,Black,Non-Hispanic,9.084777149000837,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
ab2,R05,Male,White,Non-Hispanic,9.016689575158622,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
aac,R07,Female,Black,Non-Hispanic,9.012799481499142,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
93b,R05,Male,White,Non-Hispanic,8.95895864050033,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
b53,R05,Male,White,Non-Hispanic,8.83346272071993,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
93d,R05,Female,White,Non-Hispanic,8.74309294119019,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
794,R05,Female,Black,Non-Hispanic,8.544458770738197,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
94e,R05,Male,Black,Non-Hispanic,8.525161361065415,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
645,R05,Female,Black,Non-Hispanic,8.496990484098719,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
331,R05,Male,Black,Non-Hispanic,8.351874565925428,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
3fa,R07,Male,Black,Non-Hispanic,8.319652300939197,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
e16,R05,Male,Black,Non-Hispanic,8.069243170303027,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
9f5,R05,Male,White,Non-Hispanic,7.986003565972673,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
0f8,R05,Male,White,Non-Hispanic,7.918077286490513,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
edd,R07,Female,White,Non-Hispanic,7.765248484193208,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
018,R05,Male,White,Non-Hispanic,7.426549072397305,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
f7a,R05,Female,Black,Non-Hispanic,7.393166224241174,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
16b,R05,Female,Black,Non-Hispanic,7.326400527928913,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
480,R05,Male,White,Non-Hispanic,7.264524214085977,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
687,R05,Male,Black,Non-Hispanic,6.661424224335664,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
3dc,R05,Female,White,Non-Hispanic,6.641127525853037,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
c72,R05,Male,White,Non-Hispanic,6.579251212010101,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
b16,R07,Male,White,Non-Hispanic,6.547028947023869,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
307,R05,Female,Black,Non-Hispanic,6.479102667541709,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
6b7,R05,Female,White,Non-Hispanic,6.327936783729195,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
7ef,R05,Female,Black,Hispanic,6.327936783729195,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
a0b,R05,Male,White,Non-Hispanic,6.227788239260803,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
d6b,R05,Male,Black,Non-Hispanic,6.222576268071369,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
6fc,R05,Female,Indigenous,Non-Hispanic,5.954030310932316,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
850,R05,Male,Black,Non-Hispanic,5.634789603169249,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
332,R07,Male,Black,Non-Hispanic,5.5740738724962124,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
8de,R05,Male,Black,Non-Hispanic,5.562811935667554,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
8d5,R07,Male,Black,Non-Hispanic,5.529429087511423,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
60f,R05,Male,Black,Non-Hispanic,5.375278407684165,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
763,R05,Female,White,Non-Hispanic,5.307352128202005,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
554,R07,Female,White,Non-Hispanic,4.941642422609305,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
ecb,R05,Male,White,Non-Hispanic,4.464199646999444,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
924,R05,Male,White,Non-Hispanic,4.248495242049359,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
065,R07,Male,White,Non-Hispanic,4.209900422703794,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
a9b,R05,Male,White,Non-Hispanic,4.060961714065971,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
92f,R05,Male,White,Non-Hispanic,4.025351690735149,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
574,R07,Female,Black,Non-Hispanic,4.008281456237057,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
cda,R05,Male,White,Hispanic,3.7042867701272377,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
8c8,R05,Male,Black,Non-Hispanic,3.58351893845611,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
52e,R05,Female,White,Non-Hispanic,3.401197381662156,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
257,R05,Male,White,Non-Hispanic,3.3768492951599933,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
e4a,R05,Male,White,Non-Hispanic,3.3655873583313345,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
1f2,R07,Male,White,Non-Hispanic,3.351340625487932,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
e3c,R05,Female,Black,Non-Hispanic,3.144670982191815,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
1e0,R05,Female,Asian,Non-Hispanic,3.0779052858795537,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
6bb,R07,Male,Black,Non-Hispanic,2.822445478414005,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
502,R05,Female,Black,Non-Hispanic,2.7170849627561786,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
eae,R05,Female,White,Non-Hispanic,2.7170849627561786,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
760,R05,Female,White,Non-Hispanic,2.6581934449279867,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
5b3,R05,Male,White,Non-Hispanic,2.6390573296152584,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
498,R05,Male,Black,Non-Hispanic,2.302585092994046,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
ca5,R05,Male,Black,Non-Hispanic,2.1972245773362196,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
fc3,R05,Female,White,Non-Hispanic,2.046058693523705,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
969,R07,Male,Black,Non-Hispanic,1.8110568789008377,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
734,R05,Male,Black,Non-Hispanic,1.559581156259877,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
c07,R05,Male,White,Non-Hispanic,1.4928154599476156,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
48f,R05,Male,White,Non-Hispanic,1.4594326117914849,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
4d4,R05,Male,Black,Non-Hispanic,0,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
a4c,R05,Male,Black,Non-Hispanic,0,FALSE,0.69|1.95|0.69|2.2|1.1|2.2|2.3|1.95|1.39|2.3|1.1|0|2.3|1.95|1.1|1.95|2.2|2.2,d7ff105c
2c8,R05,Male,Black,Non-Hispanic,16.539497098364837,TRUE,1.79|1.95|1.79|1.95|2.2|0.69|0|1.39|1.95|1.39|1.79|1.79|1.39|1.61|0.69|0|1.1|2.3,36d35e6e
bd4,R05,Female,White,Non-Hispanic,15.623206366490683,TRUE,1.79|1.95|1.79|1.95|2.2|0.69|0|1.39|1.95|1.39|1.79|1.79|1.39|1.61|0.69|0|1.1|2.3,36d35e6e
cd5,R07,Male,White,Non-Hispanic,13.985597577089885,TRUE,1.79|1.95|1.79|1.95|2.2|0.69|0|1.39|1.95|1.39|1.79|1.79|1.39|1.61|0.69|0|1.1|2.3,36d35e6e
d50,R05,Male,White,Non-Hispanic,13.543764824810847,TRUE,1.79|1.95|1.79|1.95|2.2|0.69|0|1.39|1.95|1.39|1.79|1.79|1.39|1.61|0.69|0|1.1|2.3,36d35e6e
357,R07,Male,White,Hispanic,12.994515829865543,TRUE,1.79|1.95|1.79|1.95|2.2|0.69|0|1.39|1.95|1.39|1.79|1.79|1.39|1.61|0.69|0|1.1|2.3,36d35e6e
87f,R05,Male,Black,Non-Hispanic,12.445152536142738,TRUE,1.79|1.95|1.79|1.95|2.2|0.69|0|1.39|1.95|1.39|1.79|1.79|1.39|1.61|0.69|0|1.1|2.3,36d35e6e
b5a,R07,Male,White,Non-Hispanic,12.084332213019362,TRUE,1.79|1.95|1.79|1.95|2.2|0.69|0|1.39|1.95|1.39|1.79|1.79|1.39|1.61|0.69|0|1.1|2.3,36d35e6e
c67,R07,Male,Black,Non-Hispanic,11.90615603541005,TRUE,1.79|1.95|1.79|1.95|2.2|0.69|0|1.39|1.95|1.39|1.79|1.79|1.39|1.61|0.69|0|1.1|2.3,36d35e6e
4a2,R05,Male,White,Non-Hispanic,11.780290531326989,TRUE,1.79|1.95|1.79|1.95|2.2|0.69|0|1.39|1.95|1.39|1.79|1.79|1.39|1.61|0.69|0|1.1|2.3,36d35e6e
773,R05,Male,Black,Non-Hispanic,11.569683798788837,TRUE,1.79|1.95|1.79|1.95|2.2|0.69|0|1.39|1.95|1.39|1.79|1.79|1.39|1.61|0.69|0|1.1|2.3,36d35e6e
efc,R07,Female,Black,Non-Hispanic,11.405488914691569,TRUE,1.79|1.95|1.79|1.95|2.2|0.69|0|1.39|1.95|1.39|1.79|1.79|1.39|1.61|0.69|0|1.1|2.3,36d35e6e
f68,R07,Male,Black,Non-Hispanic,11.377203738947372,TRUE,1.79|1.95|1.79|1.95|2.2|0.69|0|1.39|1.95|1.39|1.79|1.79|1.39|1.61|0.69|0|1.1|2.3,36d35e6e
ef1,R05,Male,White,Non-Hispanic,11.164218690680674,TRUE,1.79|1.95|1.79|1.95|2.2|0.69|0|1.39|1.95|1.39|1.79|1.79|1.39|1.61|0.69|0|1.1|2.3,36d35e6e
791,R05,Male,White,Non-Hispanic,10.768797786842518,TRUE,1.79|1.95|1.79|1.95|2.2|0.69|0|1.39|1.95|1.39|1.79|1.79|1.39|1.61|0.69|0|1.1|2.3,36d35e6e
b60,R05,Male,Black,Non-Hispanic,10.653393066914681,TRUE,1.79|1.95|1.79|1.95|2.2|0.69|0|1.39|1.95|1.39|1.79|1.79|1.39|1.61|0.69|0|1.1|2.3,36d35e6e
08a,R05,Female,White,Hispanic,10.412122842903786,TRUE,1.79|1.95|1.79|1.95|2.2|0.69|0|1.39|1.95|1.39|1.79|1.79|1.39|1.61|0.69|0|1.1|2.3,36d35e6e
084,R05,Male,White,Non-Hispanic,10.229801286109831,TRUE,1.79|1.95|1.79|1.95|2.2|0.69|0|1.39|1.95|1.39|1.79|1.79|1.39|1.61|0.69|0|1.1|2.3,36d35e6e
4ed,R05,Male,Black,Non-Hispanic,9.988531062098934,TRUE,1.79|1.95|1.79|1.95|2.2|0.69|0|1.39|1.95|1.39|1.79|1.79|1.39|1.61|0.69|0|1.1|2.3,36d35e6e
9f5,R05,Male,White,Non-Hispanic,9.9845939728569,TRUE,1.79|1.95|1.79|1.95|2.2|0.69|0|1.39|1.95|1.39|1.79|1.79|1.39|1.61|0.69|0|1.1|2.3,36d35e6e
